frame,time_s,x,y,z,conf,audio_rms,centroid_hz,peak_hz,est_rpm
343,11.433,77.72,236.48,0.00989,0.349,NaN,NaN,161.50,2422.49
344,11.467,66.03,198.09,0.00971,0.337,NaN,NaN,161.50,2422.49
345,11.500,58.67,183.86,0.00978,0.323,NaN,NaN,172.27,2583.98
346,11.533,90.33,228.03,0.06641,0.355,NaN,NaN,172.27,2583.98
347,11.567,74.28,213.19,0.01463,0.279,NaN,NaN,184.48,2767.25
348,11.600,64.12,201.61,0.01019,0.362,NaN,NaN,199.94,2999.09
349,11.633,57.40,190.50,0.01000,0.405,NaN,NaN,215.40,3230.93
350,11.667,54.78,191.41,0.00982,NaN,NaN,NaN,226.10,3391.48
351,11.700,52.15,192.31,0.00965,NaN,NaN,NaN,226.10,3391.48
352,11.733,49.53,193.22,0.00947,NaN,NaN,NaN,226.10,3391.48
353,11.767,46.90,194.12,0.00929,NaN,NaN,NaN,226.10,3391.48
354,11.800,44.28,195.03,0.00911,NaN,NaN,NaN,226.10,3391.48
355,11.833,41.66,195.94,0.00894,NaN,NaN,NaN,226.10,3391.48
356,11.867,362.53,235.51,0.03420,0.261,NaN,NaN,226.10,3391.48
357,11.900,369.23,237.53,0.03478,NaN,NaN,NaN,226.10,3391.48
358,11.933,375.92,239.55,0.03535,NaN,NaN,NaN,226.10,3391.48
359,11.967,301.73,184.37,0.01093,0.277,NaN,NaN,222.21,3333.13
360,12.000,306.08,184.73,0.01072,NaN,NaN,NaN,215.33,3229.98
361,12.033,310.44,185.10,0.01051,NaN,NaN,NaN,215.33,3229.98
362,12.067,314.80,185.47,0.01030,NaN,NaN,NaN,208.14,3122.10
363,12.100,319.15,185.83,0.01009,NaN,NaN,NaN,205.68,3085.20
364,12.133,323.51,186.20,0.00987,NaN,NaN,NaN,215.33,3229.98
365,12.167,327.87,186.57,0.00966,NaN,NaN,NaN,215.33,3229.98
366,12.200,332.22,186.93,0.00945,NaN,NaN,NaN,210.92,3163.74
367,12.233,336.58,187.30,0.00924,NaN,NaN,NaN,168.14,2522.16
