numID,test_loss,test_mard,rmse,mB,g,dxm,dym,dzm,IBxx,IByy,IBzz,Cd,kTh,kTo,tau,kp,damp
1,0.9889972805976868,0.0,0.9944834113121033,1.2,9.81,0.1599997729063034,0.1600000113248825,0.049999918788671494,0.012299994938075542,0.012299991212785244,0.012300015427172184,0.1003538966178894,5.800903636554722e-06,1.6320011297921155e-07,0.02169724740087986,0.5380847454071045,1.0388792753219604
